adm0	country	adm1	ISO
Dominican_Republic	Dominican_Republic	Santiago_Rodriguez	DOM
Dominican_Republic	Dominican_Republic	Santo_Domingo	DOM
Ecuador	Ecuador	Santo_Domingo_De_Los_Tsachilas	ECU
Cabo_Verde	Cabo_Verde	Sao_Domingos	CPV
Cabo_Verde	Cabo_Verde	Sao_Filipe	CPV
Cabo_Verde	Cabo_Verde	Sao_Lourenco_Dos_Orgaos	CPV
Cabo_Verde	Cabo_Verde	Sao_Miguel	CPV
Brazil	Brazil	Sao_Paulo	BRA
Cabo_Verde	Cabo_Verde	Sao_Salvador_Do_Mundo	CPV
Sao_Tome_And_Principe	Sao_Tome_And_Principe	Sao_Tome_Province	STP
Cabo_Verde	Cabo_Verde	Sao_Vicente	CPV
Afghanistan	Afghanistan	Sar_E_Pul	AFG
Thailand	Thailand	Saraburi_Province	THA
Suriname	Suriname	Saramacca	SUR
Russia	Russia	Saratov	RUS
Malaysia	Malaysia	Sarawak	MYS
Italy	Italy	Sardegna	ITA
Bhutan	Bhutan	Sarpang_District	BTN
Canada	Canada	Saskatchewan	CAN
Cote_D'Ivoire	Cote_D'Ivoire	Sassandra_Marahoue	CIV
Finland	Finland	Satakunta	FIN
Romania	Romania	Satu_Mare	ROU
Thailand	Thailand	Satun_Province	THA
Samoa	Samoa	Satupa'Itea	WSM
Madagascar	Madagascar	Sava	MDG
Cote_D'Ivoire	Cote_D'Ivoire	Savanes	CIV
Togo	Togo	Savanes_Region	TGO
Lao	Lao	Savannakhet	LAO
Mauritius	Mauritius	Savanne	MUS
Slovenia	Slovenia	Savinjska	SVN
Germany	Germany	Saxony	DEU
Germany	Germany	Saxony_Anhalt	DEU
Liechtenstein	Liechtenstein	Schaan	LIE
Switzerland	Switzerland	Schaffhausen	CHE
Liechtenstein	Liechtenstein	Schellenberg	LIE
Germany	Germany	Schleswig_Holstein	DEU
Switzerland	Switzerland	Schwyz	CHE
UK	UK	Scotland	GBR
Senegal	Senegal	Sedhiou	SEN
Mali	Mali	Segou	MLI
South_Korea	South_Korea	Sejong	KOR
Malaysia	Malaysia	Selangor	MYS
Mongolia	Mongolia	Selenge	MNG
Iran	Iran	Semnan	IRN
Sudan	Sudan	Sennar_State	SDN
South_Korea	South_Korea	Seoul	KOR
Brazil	Brazil	Sergipe	BRA
Greenland	Greenland	Sermersooq	GRL
San_Marino	San_Marino	Serravalle	SMR
Algeria	Algeria	Setif	DZA
Portugal	Portugal	Setubal	PRT
Crimea	Crimea	Sevastopol	UKR
Tunisia	Tunisia	Sfax	TUN
China	China	Shaanxi	CHN
Yemen	Yemen	Shabwah_Governorate	YEM
Myanmar	Myanmar	Shan_(East)	MMR
Myanmar	Myanmar	Shan_(North)	MMR
Myanmar	Myanmar	Shan_(South)	MMR
China	China	Shandong	CHN
China	China	Shanghai	CHN
China	China	Shanxi	CHN
United_Arab_Emirates	United_Arab_Emirates	Sharjah	ARE
Maldives	Maldives	Shaviyani	MDV
Vanuatu	Vanuatu	Shefa_Province	VUT
Japan	Japan	Shiga	JPN
Japan	Japan	Shimane	JPN
Tanzania,_United_Republic_Of	Tanzania,_United_Republic_Of	Shinyanga	TZA
Armenia	Armenia	Shirak	ARM
Eswatini	Eswatini	Shiselweni	SWZ
Japan	Japan	Shizuoka	JPN
Albania	Albania	Shkoder_County	ALB
Bulgaria	Bulgaria	Shumen	BGR
Thailand	Thailand	Si_Sa_Ket_Province	THA
Lithuania	Lithuania	Siauliai	LTU
Kenya	Kenya	Siaya	KEN
Croatia	Croatia	Sibenik_Knin_County	HRV
Romania	Romania	Sibiu	ROU
China	China	Sichuan	CHN
Italy	Italy	Sicilia	ITA
Algeria	Algeria	Sidi_Bel_Abbes	DZA
Tunisia	Tunisia	Sidi_Bouzid	TUN
Cambodia	Cambodia	Siem_Reap	KHM
Mali	Mali	Sikasso	MLI
India	India	Sikkim	IND
Chad	Chad	Sila	TCD
Tunisia	Tunisia	Siliana	TUN
Bulgaria	Bulgaria	Silistra	BGR
Papua_New_Guinea	Papua_New_Guinea	Simbu	PNG
Tanzania,_United_Republic_Of	Tanzania,_United_Republic_Of	Simiyu	TZA
Guam	Guam	Sinajana	GUM
Mexico	Mexico	Sinaloa	MEX
Pakistan	Pakistan	Sindh	PAK
Thailand	Thailand	Sing_Buri_Province	THA
Tanzania,_United_Republic_Of	Tanzania,_United_Republic_Of	Singida	TZA
Liberia	Liberia	Sinoe	LBR
Bonaire,_Sint_Eustatius_And_Saba	Bonaire,_Sint_Eustatius_And_Saba	Sint_Eustatius	BES
Suriname	Suriname	Sipaliwini	SUR
Trinidad_And_Tobago	Trinidad_And_Tobago	Siparia	TTO
Uzbekistan	Uzbekistan	Sirdaryo_Region	UZB
Libya	Libya	Sirte	LBY
Croatia	Croatia	Sisak_Moslavina	HRV
Iran	Iran	Sistan_And_Baluchestan	IRN
Denmark	Denmark	Sjaelland	DNK
Sweden	Sweden	Skane	SWE
Algeria	Algeria	Skikda	DZA
North_Macedonia	North_Macedonia	Skopje	MKD
Poland	Poland	Slaskie	POL
Ireland	Ireland	Sligo	IRL
Bulgaria	Bulgaria	Sliven	BGR
Bermuda	Bermuda	Smiths	BMU
Russia	Russia	Smolensk	RUS
Bulgaria	Bulgaria	Smolyan	BGR
Ethiopia	Ethiopia	Snnpr	ETH
Vietnam	Vietnam	Soc_Trang	VNM
Yemen	Yemen	Socotra	YEM
Mozambique	Mozambique	Sofala	MOZ
Madagascar	Madagascar	Sofia	MDG
Bulgaria	Bulgaria	Sofia_City	BGR
Egypt	Egypt	Sohag	EGY
Nigeria	Nigeria	Sokoto	NGA
Guatemala	Guatemala	Solola	GTM
Switzerland	Switzerland	Solothurn	CHE
Ethiopia	Ethiopia	Somali	ETH
Hungary	Hungary	Somogy	HUN
Vietnam	Vietnam	Son_La	VNM
Thailand	Thailand	Songkhla_Province	THA
Mexico	Mexico	Sonora	MEX
El_Salvador	El_Salvador	Sonsonate	SLV
Palau	Palau	Sonsorol	PLW
Somalia	Somalia	Sool	SOM
Uruguay	Uruguay	Soriano	URY
Sweden	Sweden	Sormland	SWE
Saint_Lucia	Saint_Lucia	Soufriere	LCA
Algeria	Algeria	Souk_Ahras	DZA
Morocco	Morocco	Souss_Massa	MAR
Tunisia	Tunisia	Sousse	TUN
Cameroon	Cameroon	South	CMR
Bahamas	Bahamas	South_Abaco	BHS
Bahamas	Bahamas	South_Andros	BHS
Nicaragua	Nicaragua	South_Atlantic_Autonomous_Region	NIC
Australia	Australia	South_Australia	AUS
Serbia	Serbia	South_Backa_District	SRB
Serbia	Serbia	South_Banat_District	SRB
USA	USA	South_Carolina	USA
USA	USA	South_Dakota	USA
Sudan	Sudan	South_Darfur_State	SDN
Israel	Israel	South_District	ISR
Botswana	Botswana	South_East_District	BWA
Bahamas	Bahamas	South_Eleuthera	BHS
Indonesia	Indonesia	South_Kalimantan	IDN
Finland	Finland	South_Karelia	FIN
Kazakhstan	Kazakhstan	South_Kazakhstan_Region	KAZ
Iran	Iran	South_Khorasan	IRN
DRC	DRC	South_Kivu	COD
Sudan	Sudan	South_Kordofan_State	SDN
Lebanon	Lebanon	South_Lebanon_Governorate	LBN
Georgia	Georgia	South_Ossetia	GEO
Finland	Finland	South_Ostrobothnia	FIN
Tanzania,_United_Republic_Of	Tanzania,_United_Republic_Of	South_Pemba	TZA
Egypt	Egypt	South_Sinai	EGY
Indonesia	Indonesia	South_Sulawesi	IDN
Indonesia	Indonesia	South_Sumatra	IDN
Bermuda	Bermuda	Southampton	BMU
North_Macedonia	North_Macedonia	Southeast	MKD
Indonesia	Indonesia	Southeast_Sulawesi	IDN
Botswana	Botswana	Southern_District	BWA
Bahrain	Bahrain	Southern_Governorate	BHR
Grenada	Grenada	Southern_Grenadine_Islands	GRD
Papua_New_Guinea	Papua_New_Guinea	Southern_Highlands	PNG
Iceland	Iceland	Southern_Peninsula	ISL
Rwanda	Rwanda	Southern_Province	RWA
Eritrea	Eritrea	Southern_Red_Sea_Region	ERI
Malawi	Malawi	Southern_Region	MWI
Finland	Finland	Southern_Savonia	FIN
New_Zealand	New_Zealand	Southland	NZL
Cameroon	Cameroon	Southwest	CMR
Bahamas	Bahamas	Spanish_Wells	BHS
Indonesia	Indonesia	Special_Region_Of_Yogyakarta	IDN
Croatia	Croatia	Split_Dalmatia_County	HRV
Belize	Belize	Stann_Creek	BLZ
Bulgaria	Bulgaria	Stara_Zagora	BGR
Mexico	Mexico	State_Of_Mexico	MEX
Russia	Russia	Stavropol_Krai	RUS
Sweden	Sweden	Stockholm	SWE
Czech_Republic	Czech_Republic	Stredocesky_Region	CZE
Faroe_Islands	Faroe_Islands	Streymoyar	FRO
Cambodia	Cambodia	Stung_Treng	KHM
Austria	Austria	Styria	AUT
Romania	Romania	Suceava	ROU
Guatemala	Guatemala	Suchitepequez	GTM
Venezuela	Venezuela	Sucre	VEN
Ecuador	Ecuador	Sucumbios	ECU
Haiti	Haiti	Sud_Department	HTI
Burkina_Faso	Burkina_Faso	Sud_Ouest	BFA
DRC	DRC	Sud_Ubangi	COD
Egypt	Egypt	Suez	EGY
Tajikistan	Tajikistan	Sughd_Region	TJK
Mongolia	Mongolia	Sukhbaatar	MNG
Thailand	Thailand	Sukhothai_Province	THA
Iraq	Iraq	Sulaymaniyah	IRQ
Serbia	Serbia	Sumadija_District	SRB
Crimea	Crimea	Sumy_Oblast	UKR
Thailand	Thailand	Suphan_Buri_Province	THA
Thailand	Thailand	Surat_Thani_Province	THA
Thailand	Thailand	Surin_Province	THA
Uzbekistan	Uzbekistan	Surxondaryo_Region	UZB
Faroe_Islands	Faroe_Islands	Suðuroyar	FRO
Cambodia	Cambodia	Svay_Rieng	KHM
Russia	Russia	Sverdlovsk	RUS
Poland	Poland	Swietokrzyskie	POL
Denmark	Denmark	Syddanmark	DNK
Bangladesh	Bangladesh	Sylhet	BGD
Serbia	Serbia	Syrmia_District	SRB
Armenia	Armenia	Syunik	ARM
Hungary	Hungary	Szabolcs_Szatmar_Bereg	HUN
Yemen	Yemen	Ta'Izz_Governorate	YEM
Mexico	Mexico	Tabasco	MEX
Tanzania,_United_Republic_Of	Tanzania,_United_Republic_Of	Tabora	TZA
Saudi_Arabia	Saudi_Arabia	Tabuk	SAU
Venezuela	Venezuela	Tachira	VEN
Peru	Peru	Tacna	PER
Uruguay	Uruguay	Tacuarembo	URY
Djibouti	Djibouti	Tadjourah	DJI
Vanuatu	Vanuatu	Tafea	VUT
Jordan	Jordan	Tafilah	JOR
Mauritania	Mauritania	Tagant	MRT
Niger	Niger	Tahoua	NER
Taiwan	Taiwan	Taichung	TWN
Taiwan	Taiwan	Tainan	TWN
Taiwan	Taiwan	Taipei	TWN
Kenya	Kenya	Taita_Taveta	KEN
Taiwan	Taiwan	Taitung_County	TWN
Thailand	Thailand	Tak_Province	THA
Seychelles	Seychelles	Takamaka	SYC
Cambodia	Cambodia	Takeo	KHM
Afghanistan	Afghanistan	Takhar	AFG
Kyrgyzstan	Kyrgyzstan	Talas_Region	KGZ
Guam	Guam	Talofofo	GUM
Algeria	Algeria	Tamanrasset	DZA
Mexico	Mexico	Tamaulipas	MEX
Senegal	Senegal	Tambacounda	SEN
Russia	Russia	Tambov	RUS
India	India	Tamil_Nadu	IND
Guam	Guam	Tamuning	GUM
Kenya	Kenya	Tana_River	KEN
Chad	Chad	Tandjile	TCD
Tanzania,_United_Republic_Of	Tanzania,_United_Republic_Of	Tanga	TZA
DRC	DRC	Tanganyika	COD
Morocco	Morocco	Tangier_Tetouan_Al_Hoceima	MAR
Myanmar	Myanmar	Tanintharyi	MMR
Taiwan	Taiwan	Taoyuan	TWN
Nigeria	Nigeria	Taraba	NGA
Moldova	Moldova	Taraclia_District	MDA
New_Zealand	New_Zealand	Taranaki	NZL
Chile	Chile	Tarapaca	CHL
Bulgaria	Bulgaria	Targovishte	BGR
Bolivia	Bolivia	Tarija	BOL
Cabo_Verde	Cabo_Verde	Tarrafal	CPV
Cabo_Verde	Cabo_Verde	Tarrafal_De_Sao_Nicolau	CPV
Estonia	Estonia	Tartu_Maakond	EST
Syrian_Arab_Republic	Syrian_Arab_Republic	Tartus	SYR
Uzbekistan	Uzbekistan	Tashkent	UZB
Uzbekistan	Uzbekistan	Tashkent_Region	UZB
New_Zealand	New_Zealand	Tasman	NZL
Australia	Australia	Tasmania	AUS
Tunisia	Tunisia	Tataouine	TUN
Russia	Russia	Tatarstan	RUS
Lithuania	Lithuania	Taurage	LTU
Finland	Finland	Tavastia_Proper	FIN
Armenia	Armenia	Tavush	ARM
Vietnam	Vietnam	Tay_Ninh	VNM
Georgia	Georgia	Tbilisi	GEO
Cambodia	Cambodia	Tbong_Khmum	KHM
Algeria	Algeria	Tebessa	DZA
Iran	Iran	Tehran	IRN
Israel	Israel	Tel_Aviv	ISR
India	India	Telangana	IND
Romania	Romania	Teleorman	ROU
Lithuania	Lithuania	Telsiai	LTU
Brunei	Brunei	Temburong	BRN
Solomon_Islands	Solomon_Islands	Temotu_Province	SLB
USA	USA	Tennessee	USA
Malaysia	Malaysia	Terengganu	MYS
Crimea	Crimea	Ternopil_Oblast	UKR
Mozambique	Mozambique	Tete	MOZ
USA	USA	Texas	USA
Maldives	Maldives	Thaa	MDV
Lesotho	Lesotho	Thaba_Tseka_District	LSO
Vietnam	Vietnam	Thai_Binh	VNM
Vietnam	Vietnam	Thai_Nguyen	VNM
Vietnam	Vietnam	Thanh_Hoa	VNM
Kenya	Kenya	Tharaka_Nithi	KEN
Greece	Greece	Thessalia_Central_Greece	GRC
Senegal	Senegal	Thies	SEN
Bhutan	Bhutan	Thimphu_District	BTN
Vietnam	Vietnam	Thua_Thien___Hue	VNM
Switzerland	Switzerland	Thurgau	CHE
Germany	Germany	Thuringia	DEU
China	China	Tianjin	CHN
Algeria	Algeria	Tiaret	DZA
Chad	Chad	Tibesti	TCD
China	China	Tibet_Autonomous_Region	CHN
Switzerland	Switzerland	Ticino	CHE
Vietnam	Vietnam	Tien_Giang	VNM
Argentina	Argentina	Tierra_Del_Fuego	ARG
Ethiopia	Ethiopia	Tigray	ETH
Niger	Niger	Tillabery	NER
Romania	Romania	Timis	ROU
Algeria	Algeria	Tindouf	DZA
Northern_Mariana_Islands	Northern_Mariana_Islands	Tinian	MNP
Algeria	Algeria	Tipaza	DZA
Ireland	Ireland	Tipperary	IRL
Albania	Albania	Tirana_County	ALB
Mauritania	Mauritania	Tiris_Zemmour	MRT
Algeria	Algeria	Tissemsilt	DZA
Algeria	Algeria	Tizi_Ouzou	DZA
Mexico	Mexico	Tlaxcala	MEX
Algeria	Algeria	Tlemcen	DZA
Trinidad_And_Tobago	Trinidad_And_Tobago	Tobago	TTO
Brazil	Brazil	Tocantins	BRA
Japan	Japan	Tochigi	JPN
Somalia	Somalia	Togdheer	SOM
Japan	Japan	Tokushima	JPN
Japan	Japan	Tokyo	JPN
Belize	Belize	Toledo	BLZ
Colombia	Colombia	Tolima	COL
Hungary	Hungary	Tolna	HUN
Guinea_Bissau	Guinea_Bissau	Tombali	GNB
Mali	Mali	Tombouctou	MLI
Russia	Russia	Tomsk	RUS
Tonga	Tonga	Tongatapu	TON
Serbia	Serbia	Toplica_District	SRB
Vanuatu	Vanuatu	Torba	VUT
British_Virgin_Islands	British_Virgin_Islands	Tortola	VGB
Italy	Italy	Toscana	ITA
Guatemala	Guatemala	Totonicapan	GTM
Japan	Japan	Tottori	JPN
Mongolia	Mongolia	Tov	MNG
Japan	Japan	Toyama	JPN
Tunisia	Tunisia	Tozeur	TUN
Vietnam	Vietnam	Tp._Ho_Chi_Minh	VNM
Vietnam	Vietnam	Tra_Vinh	VNM
Thailand	Thailand	Trang_Province	THA
Kenya	Kenya	Trans_Nzoia	KEN
Moldova	Moldova	Transnistria	MDA
Mauritania	Mauritania	Trarza	MRT
Bhutan	Bhutan	Trashigang_District	BTN
Bhutan	Bhutan	Trashiyangtse_District	BTN
Thailand	Thailand	Trat_Province	THA
Uruguay	Uruguay	Treinta_Y_Tres	URY
Jamaica	Jamaica	Trelawny	JAM
Slovakia	Slovakia	Trencin	SVK
Italy	Italy	Trentino_Alto_Adige	ITA
Liechtenstein	Liechtenstein	Triesen	LIE
Liechtenstein	Liechtenstein	Triesenberg	LIE
Saint_Kitts_And_Nevis	Saint_Kitts_And_Nevis	Trinity_Palmetto_Point	KNA
Libya	Libya	Tripoli	LBY
India	India	Tripura	IND
Slovakia	Slovakia	Trnava	SVK
Norway	Norway	Troms_Og_Finnmark	NOR
Norway	Norway	Trondelag	NOR
Bhutan	Bhutan	Trongsa_District	BTN
Venezuela	Venezuela	Trujillo	VEN
DRC	DRC	Tshopo	COD
DRC	DRC	Tshuapa	COD
Mayotte	Mayotte	Tsingoni	MYT
Bhutan	Bhutan	Tsirang_District	BTN
Samoa	Samoa	Tuamasaga	WSM
Argentina	Argentina	Tucuman	ARG
Russia	Russia	Tula	RUS
Romania	Romania	Tulcea	ROU
Peru	Peru	Tumbes	PER
Trinidad_And_Tobago	Trinidad_And_Tobago	Tunapuna_Piarco	TTO
Ecuador	Ecuador	Tungurahua	ECU
Tunisia	Tunisia	Tunis	TUN
Kenya	Kenya	Turkana	KEN
Brunei	Brunei	Tutong	BRN
Russia	Russia	Tuva	RUS
Vietnam	Vietnam	Tuyen_Quang	VNM
Russia	Russia	Tver	RUS
Austria	Austria	Tyrol	AUT
Russia	Russia	Tyumen	RUS
Nauru	Nauru	Uaeboe	NRU
Kenya	Kenya	Uasin_Gishu	KEN
Thailand	Thailand	Ubon_Ratchathani_Province	THA
Peru	Peru	Ucayali	PER
Russia	Russia	Udmurtia	RUS
Thailand	Thailand	Udon_Thani_Province	THA
Angola	Angola	Uige	AGO
Marshall_Islands	Marshall_Islands	Ujae	MHL
Mongolia	Mongolia	Ulaanbaatar	MNG
South_Korea	South_Korea	Ulsan	KOR
Russia	Russia	Ulyanovsk	RUS
Guam	Guam	Umatac	GUM
Italy	Italy	Umbria	ITA
United_Arab_Emirates	United_Arab_Emirates	Umm_Al_Quwain	ARE
Qatar	Qatar	Umm_Slal	QAT
India	India	Union_Territory_Of_Dadra_&_Nagar_Haveli	IND
Syrian_Arab_Republic	Syrian_Arab_Republic	United_Nations_Disengagement_Observer_Force	SYR
USA	USA	United_States_Virgin_Islands	USA
South_Sudan	South_Sudan	Unity	SSD
Austria	Austria	Upper_Austria	AUT
Guyana	Guyana	Upper_Demerara_Berbice	GUY
Ghana	Ghana	Upper_East	GHA
South_Sudan	South_Sudan	Upper_Nile	SSD
Guyana	Guyana	Upper_Takutu_Upper_Essequibo	GUY
DRC	DRC	Upper_Uele	COD
Ghana	Ghana	Upper_West	GHA
Sweden	Sweden	Uppsala	SWE
Switzerland	Switzerland	Uri	CHE
Afghanistan	Afghanistan	Uruzgan	AFG
Czech_Republic	Czech_Republic	Ustecky_Region	CZE
El_Salvador	El_Salvador	Usulutan	SLV
USA	USA	Utah	USA
Lithuania	Lithuania	Utena	LTU
Thailand	Thailand	Uthai_Thani_Province	THA
Marshall_Islands	Marshall_Islands	Utirik	MHL
Netherlands	Netherlands	Utrecht	NLD
India	India	Uttar_Pradesh	IND
Thailand	Thailand	Uttaradit_Province	THA
India	India	Uttarakhand	IND
Finland	Finland	Uusimaa	FIN
Sri_Lanka	Sri_Lanka	Uva_Province	LKA
Mongolia	Mongolia	Uvs	MNG
Samoa	Samoa	Va'A_O_Fonoti	WSM
Liechtenstein	Liechtenstein	Vaduz	LIE
Faroe_Islands	Faroe_Islands	Vagø	FRO
Samoa	Samoa	Vaisigano	WSM
Tuvalu	Tuvalu	Vaitupu	TUV
Central_African_Republic	Central_African_Republic	Vakaga	CAF
Madagascar	Madagascar	Vakinankaratra	MDG
Switzerland	Switzerland	Valais	CHE
Romania	Romania	Valcea	ROU
Estonia	Estonia	Valga_Maakond	EST
Honduras	Honduras	Valle	HND
Italy	Italy	Valle_D'Aosta	ITA
Colombia	Colombia	Valle_Del_Cauca	COL
Cote_D'Ivoire	Cote_D'Ivoire	Valle_Du_Bandama	CIV
Chile	Chile	Valparaiso	CHL
Dominican_Republic	Dominican_Republic	Valverde	DOM
Croatia	Croatia	Varazdin	HRV
North_Macedonia	North_Macedonia	Vardar	MKD
Venezuela	Venezuela	Vargas	VEN
Sweden	Sweden	Varmland	SWE
Bulgaria	Bulgaria	Varna	BGR
Hungary	Hungary	Vas	HUN
Romania	Romania	Vaslui	ROU
Sweden	Sweden	Vasterbotten	SWE
Sweden	Sweden	Vasternorrland	SWE
Sweden	Sweden	Vastmanland	SWE
Sweden	Sweden	Vastra_Gotaland	SWE
Madagascar	Madagascar	Vatovavy_Fitovinany	MDG
Switzerland	Switzerland	Vaud	CHE
Colombia	Colombia	Vaupes	COL
Tonga	Tonga	Vava'U	TON
Armenia	Armenia	Vayots_Dzor	ARM
Bulgaria	Bulgaria	Veliko_Tarnovo	BGR
Italy	Italy	Veneto	ITA
Mexico	Mexico	Veracruz	MEX
USA	USA	Vermont	USA
Norway	Norway	Vestfold_Og_Telemark	NOR
Norway	Norway	Vestland	NOR
Hungary	Hungary	Veszprem	HUN
Portugal	Portugal	Viana_Do_Castelo	PRT
Colombia	Colombia	Vichada	COL
Bulgaria	Bulgaria	Vidin	BGR
Latvia	Latvia	Vidzeme_Region	LVA
Austria	Austria	Vienna	AUT
Lao	Lao	Vientiane	LAO
Lao	Lao	Vientiane_Capital	LAO
Saint_Lucia	Saint_Lucia	Vieux_Fort	LCA
Kenya	Kenya	Vihiga	KEN
Norway	Norway	Viken	NOR
Portugal	Portugal	Vila_Real	PRT
Estonia	Estonia	Viljandi_Maakond	EST
Cuba	Cuba	Villa_Clara	CUB
Lithuania	Lithuania	Vilnius	LTU
Vietnam	Vietnam	Vinh_Long	VNM
Vietnam	Vietnam	Vinh_Phuc	VNM
Crimea	Crimea	Vinnytsia_Oblast	UKR
Timor_Leste	Timor_Leste	Viqueque	TLS
British_Virgin_Islands	British_Virgin_Islands	Virgin_Gorda	VGB
USA	USA	Virginia	USA
Croatia	Croatia	Virovitica_Podravina	HRV
Portugal	Portugal	Viseu	PRT
Belarus	Belarus	Vitebsk_Region	BLR
Russia	Russia	Vladimir	RUS
Albania	Albania	Vlore_County	ALB
Russia	Russia	Volgograd	RUS
Russia	Russia	Vologda	RUS
Ghana	Ghana	Volta	GHA
Crimea	Crimea	Volyn_Oblast	UKR
Austria	Austria	Vorarlberg	AUT
Russia	Russia	Voronezh	RUS
Estonia	Estonia	Voru_Maakond	EST
Romania	Romania	Vrancea	ROU
Bulgaria	Bulgaria	Vratsa	BGR
Croatia	Croatia	Vukovar_Syrmia	HRV
Libya	Libya	Wadi_Al_Hayaa	LBY
Libya	Libya	Wadi_Al_Shatii	LBY
Chad	Chad	Wadi_Fira	TCD
New_Zealand	New_Zealand	Waikato	NZL
Kenya	Kenya	Wajir	KEN
Japan	Japan	Wakayama	JPN
UK	UK	Wales	GBR
Belgium	Belgium	Wallonia	BEL
Bhutan	Bhutan	Wangdue_Phodrang_District	BTN
Suriname	Suriname	Wanica	SUR
Afghanistan	Afghanistan	Wardak	AFG
Poland	Poland	Warminsko_Mazurskie	POL
South_Sudan	South_Sudan	Warrap	SSD
Bermuda	Bermuda	Warwick	BMU
USA	USA	Washington	USA
Iraq	Iraq	Wasit	IRQ
Ireland	Ireland	Waterford	IRL
Equatorial_Guinea	Equatorial_Guinea	Wele_Nzas_Province	GNQ
New_Zealand	New_Zealand	Wellington	NZL
Cameroon	Cameroon	West	CMR
Iran	Iran	West_Azerbaijan	IRN
Serbia	Serbia	West_Backa_District	SRB
Palestine	Palestine	West_Bank	PSE
Cayman_Islands	Cayman_Islands	West_Bay	CYM
India	India	West_Bengal	IND
New_Zealand	New_Zealand	West_Coast	NZL
Sudan	Sudan	West_Darfur_State	SDN
Bahamas	Bahamas	West_Grand_Bahama	BHS
Indonesia	Indonesia	West_Java	IDN
Indonesia	Indonesia	West_Kalimantan	IDN
Kazakhstan	Kazakhstan	West_Kazakhstan_Region	KAZ
Sudan	Sudan	West_Kurdufan	SDN
Papua_New_Guinea	Papua_New_Guinea	West_New_Britain	PNG
Indonesia	Indonesia	West_Nusa_Tenggara	IDN
Indonesia	Indonesia	West_Papua	IDN
Kenya	Kenya	West_Pokot	KEN
Singapore	Singapore	West_Region	SGP
Indonesia	Indonesia	West_Sulawesi	IDN
Indonesia	Indonesia	West_Sumatra	IDN
USA	USA	West_Virginia	USA
Fiji	Fiji	Western	FJI
Sierra_Leone	Sierra_Leone	Western_Area	SLE
Australia	Australia	Western_Australia	AUS
South_Sudan	South_Sudan	Western_Bahr_El_Ghazal	SSD
South_Africa	South_Africa	Western_Cape	ZAF
South_Sudan	South_Sudan	Western_Equatoria	SSD
Papua_New_Guinea	Papua_New_Guinea	Western_Highlands	PNG
Rwanda	Rwanda	Western_Province	RWA
Uganda	Uganda	Western_Region	UGA
Iceland	Iceland	Westfjords	ISL
Ireland	Ireland	Westmeath	IRL
Jamaica	Jamaica	Westmoreland	JAM
Ireland	Ireland	Wexford	IRL
Sudan	Sudan	White_Nile_State	SDN
Ireland	Ireland	Wicklow	IRL
Poland	Poland	Wielkopolska	POL
USA	USA	Wisconsin	USA
Gabon	Gabon	Woleu_Ntem	GAB
Somalia	Somalia	Woqooyi_Galbeed	SOM
Cote_D'Ivoire	Cote_D'Ivoire	Woroba	CIV
Marshall_Islands	Marshall_Islands	Wotho	MHL
Marshall_Islands	Marshall_Islands	Wotje	MHL
USA	USA	Wyoming	USA
Lao	Lao	Xaignabouli	LAO
Lao	Lao	Xaisomboun	LAO
Lao	Lao	Xekong	LAO
Lao	Lao	Xiangkhouang	LAO
China	China	Xinjiang	CHN
Uzbekistan	Uzbekistan	Xorazm_Region	UZB
Thailand	Thailand	Yala_Province	THA
Japan	Japan	Yamagata	JPN
Japan	Japan	Yamaguchi	JPN
Russia	Russia	Yamalo_Nenets_Autonomous_Okrug	RUS
Japan	Japan	Yamanashi	JPN
Bulgaria	Bulgaria	Yambol	BGR
Myanmar	Myanmar	Yangon	MMR
Federated_States_Of_Micronesia	Federated_States_Of_Micronesia	Yap	FSM
Venezuela	Venezuela	Yaracuy	VEN
Russia	Russia	Yaroslavl	RUS
Thailand	Thailand	Yasothon_Province	THA
Iran	Iran	Yazd	IRN
Vietnam	Vietnam	Yen_Bai	VNM
Armenia	Armenia	Yerevan	ARM
Guam	Guam	Yigo	GUM
Taiwan	Taiwan	Yilan_County	TWN
Nigeria	Nigeria	Yobe	NGA
Guam	Guam	Yona	GUM
Honduras	Honduras	Yoro	HND
Mexico	Mexico	Yucatan	MEX
Canada	Canada	Yukon	CAN
Taiwan	Taiwan	Yunlin_County	TWN
China	China	Yunnan	CHN
Russia	Russia	Zabaykalsky_Krai	RUS
Afghanistan	Afghanistan	Zabul	AFG
Guatemala	Guatemala	Zacapa	GTM
Mexico	Mexico	Zacatecas	MEX
Poland	Poland	Zachodniopomorskie	POL
Croatia	Croatia	Zadar_County	HRV
Tunisia	Tunisia	Zaghouan	TUN
Croatia	Croatia	Zagreb	HRV
Angola	Angola	Zaire	AGO
Serbia	Serbia	Zajecar_District	SRB
Crimea	Crimea	Zakarpattia_Oblast	UKR
Hungary	Hungary	Zala	HUN
Namibia	Namibia	Zambezi_Region	NAM
Mozambique	Mozambique	Zambezia	MOZ
Nigeria	Nigeria	Zamfara	NGA
Ecuador	Ecuador	Zamora_Chinchipe	ECU
Iran	Iran	Zanjan	IRN
Cote_D'Ivoire	Cote_D'Ivoire	Zanzan	CIV
Tanzania,_United_Republic_Of	Tanzania,_United_Republic_Of	Zanzibar_North	TZA
Tanzania,_United_Republic_Of	Tanzania,_United_Republic_Of	Zanzibar_South_&_Central	TZA
